Weekday,hour,minute,day_of_year,Quantity-1,Power
2,15,30,328,577342650.0,1578274410.0
1,20,5,264,1037258742.0,570396466.0
4,22,1,351,329819689.0,333657362.0
5,6,48,317,998459470.0,475182661.0
5,18,29,226,526067700.0,573118451.0
5,13,29,338,1650521257.0,1330659313.0
1,13,53,327,315466218.0,1561405872.0
0,5,12,214,1578274410.0,348273856.0
1,9,19,236,570396466.0,1290262260.0
3,3,6,252,333657362.0,390231802.0
5,2,58,317,475182661.0,356721844.0
1,21,31,229,573118451.0,411111702.0
5,9,59,198,1330659313.0,939438708.0
0,0,59,221,1561405872.0,297631548.0
0,13,59,277,348273856.0,1847186268.0
3,16,41,252,1290262260.0,1249632740.0
2,4,47,223,390231802.0,388634306.0
3,20,43,196,356721844.0,431713383.0
5,17,45,233,411111702.0,653242998.0
0,5,51,319,939438708.0,359629149.0
4,11,35,295,297631548.0,1459816204.0
0,14,37,228,1847186268.0,463569142.0
5,7,10,219,1249632740.0,314561095.0
2,9,6,258,388634306.0,784317618.0
1,13,49,208,431713383.0,849537125.0
3,23,41,350,653242998.0,327489758.0
0,16,43,319,359629149.0,1288516144.0
5,20,16,240,1459816204.0,510138150.0
5,7,12,331,463569142.0,442834822.0
5,0,8,191,314561095.0,327501840.0
0,4,22,249,784317618.0,341697628.0
5,20,47,310,849537125.0,477968542.0
4,2,9,281,327489758.0,469241663.0
4,5,30,274,1288516144.0,507017647.0
3,13,23,301,510138150.0,1716516578.0
2,3,3,279,442834822.0,416993126.0
4,21,10,253,327501840.0,498919320.0
3,12,23,336,341697628.0,1568752724.0
5,10,27,303,477968542.0,426961430.0
3,15,39,252,469241663.0,1286531724.0
3,15,6,287,507017647.0,490075668.0
3,16,38,273,1716516578.0,1288377754.0
0,22,19,242,416993126.0,370337686.0
5,22,56,352,498919320.0,486932220.0
1,20,13,243,1568752724.0,639602705.0
2,16,12,356,426961430.0,1203917350.0
3,14,21,301,1286531724.0,1895437461.0
3,3,20,252,490075668.0,0.0
3,23,43,294,1288377754.0,364110769.0
3,9,53,301,370337686.0,1617383820.0
4,19,12,267,486932220.0,904642445.0
2,16,57,328,639602705.0,945301175.0
5,17,13,275,1203917350.0,671353808.0
0,1,50,333,1895437461.0,362653136.0
1,12,32,243,0.0,1475328204.0
3,3,57,315,364110769.0,526416697.0
1,8,4,271,1617383820.0,667270747.0
1,19,21,215,904642445.0,511534788.0
4,11,30,288,945301175.0,743062640.0
0,20,8,312,671353808.0,0.0
4,22,59,281,362653136.0,592832170.0
5,19,33,310,1475328204.0,375645843.0
0,19,7,319,526416697.0,922993334.0
0,23,28,333,667270747.0,368151564.0
3,17,41,266,511534788.0,1085809149.0
0,14,7,256,743062640.0,1471685280.0
1,6,46,201,0.0,451423656.0
5,20,38,289,592832170.0,488980191.0
4,4,47,190,375645843.0,322735166.0
2,21,21,307,922993334.0,548108143.0
3,9,23,196,368151564.0,785550330.0
0,3,9,319,1085809149.0,0.0
5,8,27,289,1471685280.0,450872842.0
1,5,51,355,451423656.0,321488420.0
3,7,25,252,488980191.0,423781284.0
1,16,42,341,322735166.0,1206392738.0
3,2,13,189,548108143.0,317905392.0
4,19,6,225,785550330.0,535938441.0
1,17,21,250,0.0,727557164.0
1,10,51,215,450872842.0,1391332078.0
0,7,38,235,321488420.0,502982459.0
2,9,25,195,423781284.0,876228516.0
3,18,23,259,1206392738.0,613128238.0
0,17,18,200,317905392.0,937261434.0
3,3,22,259,535938441.0,451259797.0
1,19,26,278,727557164.0,739021976.0
2,19,14,258,1391332078.0,764694034.0
2,6,52,286,502982459.0,0.0
3,5,6,259,876228516.0,577618100.0
4,13,8,295,613128238.0,1517514939.0
3,21,55,266,937261434.0,798164546.0
3,13,7,252,451259797.0,1341133262.0
5,6,29,247,739021976.0,457809250.0
1,21,36,285,764694034.0,524155908.0
2,19,36,216,0.0,562819220.0
5,23,30,324,577618100.0,388170816.0
3,0,59,210,1517514939.0,345936850.0
1,20,58,264,798164546.0,477328936.0
1,10,17,264,1341133262.0,1616723940.0
0,17,9,347,457809250.0,817329428.0
3,2,37,336,524155908.0,516809538.0
4,14,27,246,562819220.0,505798348.0
1,22,46,257,388170816.0,362436642.0
5,10,21,191,345936850.0,952800722.0
3,3,23,280,477328936.0,394512669.0
5,6,8,338,1616723940.0,370545408.0
2,9,20,314,817329428.0,1178909832.0
5,2,30,289,516809538.0,322841466.0
5,14,9,282,505798348.0,788477745.0
1,16,13,222,362436642.0,1205952064.0
2,11,27,356,952800722.0,1323515817.0
5,15,30,338,394512669.0,995388996.0
3,16,11,238,370545408.0,1400519643.0
4,18,47,316,1178909832.0,832597270.0
4,18,40,323,322841466.0,607330573.0
3,9,58,259,788477745.0,1329152490.0
4,1,56,253,1205952064.0,381856728.0
4,4,24,288,1323515817.0,0.0
2,12,57,223,995388996.0,1265556034.0
0,14,7,221,1400519643.0,1401962409.0
4,17,0,274,832597270.0,439517192.0
0,6,8,291,607330573.0,343503382.0
3,7,55,357,1329152490.0,479234031.0
2,15,3,216,381856728.0,1387660680.0
5,1,0,338,0.0,394617330.0
1,5,5,271,1265556034.0,550129856.0
3,9,3,336,1401962409.0,970901718.0
3,9,31,336,439517192.0,1119853484.0
0,8,41,291,343503382.0,739866778.0
3,19,17,343,479234031.0,666975504.0
4,10,22,197,1387660680.0,997381398.0
2,5,7,244,394617330.0,0.0
4,10,15,211,550129856.0,995446828.0
2,16,52,335,970901718.0,985697765.0
0,23,53,277,1119853484.0,451890630.0
2,19,7,307,739866778.0,911248083.0
0,12,48,347,666975504.0,1138619152.0
0,19,16,312,997381398.0,869788917.0
1,23,11,334,0.0,360782688.0
5,5,0,240,995446828.0,464519716.0
0,12,49,214,985697765.0,1485044109.0
4,3,26,323,451890630.0,361673332.0
0,7,55,291,911248083.0,451899532.0
1,2,23,250,1138619152.0,443150326.0
4,20,56,351,869788917.0,496214928.0
5,8,41,233,360782688.0,719684029.0
4,13,52,225,464519716.0,1038089739.0
1,6,39,348,1485044109.0,338920482.0
4,23,12,288,361673332.0,0.0
0,2,10,249,451899532.0,472216705.0
2,13,34,349,443150326.0,1229663035.0
4,2,55,323,496214928.0,343927513.0
3,21,33,294,719684029.0,513604224.0
1,3,52,334,1038089739.0,532690380.0
3,20,55,322,338920482.0,519779033.0
4,7,40,274,0.0,615768744.0
4,8,15,218,472216705.0,712970790.0
3,4,48,343,1229663035.0,344468830.0
1,6,21,334,343927513.0,504877396.0
0,3,53,340,513604224.0,513301336.0
1,21,1,236,532690380.0,433482588.0
0,14,26,221,519779033.0,1415539009.0
2,23,23,251,615768744.0,375659205.0
4,0,6,246,712970790.0,503983130.0
2,4,4,216,344468830.0,374553727.0
4,1,36,246,504877396.0,325232828.0
1,9,8,264,513301336.0,1248479132.0
5,5,27,303,433482588.0,286927366.0
0,8,7,249,1415539009.0,371574956.0
0,22,47,242,375659205.0,374690634.0
4,23,52,260,503983130.0,397655900.0
2,20,44,237,374553727.0,651113256.0
5,8,4,219,325232828.0,638700188.0
5,5,43,261,1248479132.0,338821924.0
5,22,49,212,286927366.0,454387920.0
5,1,52,289,371574956.0,352428852.0
2,10,55,321,374690634.0,1630776473.0
1,4,57,299,397655900.0,416346923.0
4,23,52,239,651113256.0,470836542.0
0,22,53,305,638700188.0,522953557.0
3,19,12,329,338821924.0,772096060.0
4,11,30,218,454387920.0,1396465644.0
3,17,7,322,352428852.0,468745080.0
5,17,38,247,1630776473.0,364592340.0
5,11,46,254,416346923.0,1621756572.0
4,18,14,204,470836542.0,447555963.0
2,21,10,321,522953557.0,525558848.0
3,15,24,231,772096060.0,1498896974.0
5,13,16,331,1396465644.0,1301863798.0
4,0,27,260,468745080.0,371537064.0
4,17,26,190,364592340.0,621255905.0
5,19,46,254,1621756572.0,586326257.0
5,4,27,324,447555963.0,425336605.0
4,23,12,190,525558848.0,309564128.0
0,13,20,256,1498896974.0,1302128506.0
5,7,47,352,1301863798.0,637838028.0
0,15,22,249,371537064.0,534967136.0
1,7,50,243,621255905.0,438369832.0
3,4,9,273,586326257.0,402887424.0
3,19,22,210,425336605.0,572174789.0
2,22,29,342,309564128.0,354396090.0
1,2,46,334,1302128506.0,503329773.0
2,18,0,258,637838028.0,857633966.0
2,16,34,265,534967136.0,1296062440.0
2,5,5,251,438369832.0,542058804.0
5,21,20,205,402887424.0,502313640.0
2,10,53,216,572174789.0,1438574273.0
4,0,1,232,354396090.0,394478758.0
1,23,39,222,503329773.0,420062680.0
5,15,49,254,857633966.0,691103555.0
0,16,44,354,1296062440.0,1083313900.0
2,11,49,237,542058804.0,1516170468.0
4,20,31,316,502313640.0,657978708.0
1,2,6,313,1438574273.0,386024528.0
0,8,28,221,394478758.0,655714930.0
4,9,36,316,420062680.0,1568938228.0
1,5,49,264,691103555.0,350741800.0
1,12,5,236,1083313900.0,1617917944.0
2,12,11,244,1516170468.0,1573221382.0
2,23,26,321,657978708.0,405534256.0
1,11,1,278,386024528.0,1424498534.0
0,1,55,228,655714930.0,307725010.0
1,14,15,222,1568938228.0,1463949879.0
0,3,40,193,350741800.0,345503289.0
4,20,3,274,1617917944.0,599406570.0
1,22,7,271,1573221382.0,359573608.0
3,19,53,287,405534256.0,552081909.0
5,15,56,191,1424498534.0,484561359.0
0,20,55,207,307725010.0,386111244.0
1,7,27,257,1463949879.0,359017914.0
3,1,51,231,345503289.0,346717232.0
5,14,39,345,599406570.0,742823393.0
1,21,34,215,359573608.0,370048974.0
1,7,21,348,552081909.0,354145446.0
1,8,16,222,484561359.0,583147317.0
4,9,38,204,386111244.0,857268795.0
0,11,26,312,359017914.0,1772205622.0
5,8,5,296,346717232.0,734859370.0
5,16,28,240,742823393.0,633063973.0
3,15,19,266,370048974.0,1678523266.0
1,20,49,341,354145446.0,534018267.0
3,8,15,196,583147317.0,563635424.0
1,16,19,243,857268795.0,1348438740.0
4,6,2,351,1772205622.0,303208794.0
3,3,29,203,734859370.0,342745212.0
1,21,35,264,633063973.0,492853442.0
2,2,24,223,1678523266.0,401880933.0
4,12,39,309,534018267.0,1807734774.0
4,18,33,344,563635424.0,638838486.0
5,10,8,226,1348438740.0,1162922444.0
1,16,51,271,303208794.0,874975584.0
2,12,46,265,342745212.0,1590752526.0
1,23,15,299,492853442.0,553644876.0
5,20,47,240,401880933.0,536339360.0
2,6,36,258,1807734774.0,324770024.0
2,8,29,237,638838486.0,757873551.0
0,10,40,291,1162922444.0,1511124749.0
5,8,13,317,874975584.0,726719440.0
1,20,30,229,1590752526.0,526498415.0
5,9,45,296,553644876.0,1354802940.0
4,23,3,218,536339360.0,301356785.0
1,20,35,271,324770024.0,448781509.0
0,20,3,277,757873551.0,700030876.0
2,22,51,293,1511124749.0,524383664.0
1,8,32,215,726719440.0,513601352.0
5,7,23,289,526498415.0,349375416.0
2,15,57,286,1354802940.0,319875690.0
4,5,43,281,301356785.0,478856288.0
2,10,3,328,448781509.0,1325847743.0
0,19,29,200,700030876.0,409439285.0
0,2,11,193,524383664.0,316223913.0
0,6,50,347,513601352.0,478551498.0
2,11,55,223,349375416.0,1354435584.0
5,21,26,268,319875690.0,469001122.0
4,23,44,239,478856288.0,471813462.0
2,2,6,286,1325847743.0,0.0
1,21,49,222,409439285.0,472503198.0
2,1,30,286,316223913.0,504647916.0
3,11,8,231,478551498.0,1620556200.0
2,17,24,321,1354435584.0,820348880.0
2,12,1,209,469001122.0,1108077910.0
1,3,38,320,471813462.0,346177012.0
1,22,37,215,0.0,328725542.0
3,10,45,329,472503198.0,1362521908.0
5,20,38,233,504647916.0,570505891.0
1,2,9,278,1620556200.0,452237766.0
5,17,56,268,820348880.0,952463289.0
1,9,11,229,1108077910.0,1249451779.0
2,17,21,335,346177012.0,852041402.0
5,8,14,247,328725542.0,521323872.0
1,0,22,194,1362521908.0,327659361.0
2,2,20,195,570505891.0,435898218.0
3,2,3,210,452237766.0,394070360.0
0,13,50,305,952463289.0,421703820.0
1,9,42,243,1249451779.0,1459258750.0
5,23,30,275,852041402.0,415787856.0
1,4,22,285,521323872.0,324187408.0
5,10,8,275,327659361.0,1356154146.0
5,19,18,240,435898218.0,521998638.0
5,2,53,219,394070360.0,316671320.0
3,11,49,245,421703820.0,1548393237.0
2,15,24,349,1459258750.0,1337950956.0
0,22,13,284,415787856.0,341865236.0
1,20,3,341,324187408.0,508445559.0
3,14,10,224,1356154146.0,1276831642.0
5,14,44,254,521998638.0,744384268.0
2,1,56,300,316671320.0,381926156.0
4,16,25,316,1548393237.0,1307447314.0
1,17,15,250,1337950956.0,733317628.0
3,8,52,301,341865236.0,1218291575.0
5,10,57,261,508445559.0,1392061279.0
1,1,1,250,1276831642.0,360934419.0
3,9,37,357,744384268.0,1028644886.0
4,6,1,211,381926156.0,336549865.0
3,11,22,273,1307447314.0,1995765788.0
5,6,5,296,733317628.0,0.0
2,18,55,202,1218291575.0,511130680.0
5,22,58,268,1392061279.0,531318072.0
1,5,56,229,360934419.0,364611244.0
5,3,10,338,1028644886.0,381182673.0
0,1,8,242,336549865.0,414390880.0
1,11,51,271,1995765788.0,1651137770.0
3,12,38,301,0.0,1891642824.0
5,10,55,289,511130680.0,496121691.0
4,12,44,295,531318072.0,1645215005.0
2,18,25,286,364611244.0,489826617.0
1,11,21,250,381182673.0,1721673036.0
3,12,38,273,414390880.0,1718447845.0
5,3,46,296,1651137770.0,411336940.0
1,1,2,264,1891642824.0,336305624.0
4,4,15,204,496121691.0,392053422.0
5,0,9,338,1645215005.0,558460462.0
0,23,33,277,489826617.0,457523316.0
5,17,51,289,1721673036.0,584111793.0
1,8,3,355,1718447845.0,475865376.0
4,22,48,274,411336940.0,515427930.0
4,3,11,344,336305624.0,298048460.0
0,0,30,256,392053422.0,326897028.0
0,10,42,305,558460462.0,487233755.0
1,3,7,194,457523316.0,325105048.0
4,20,0,330,584111793.0,560034670.0
3,9,41,238,475865376.0,1552724166.0
3,18,28,245,515427930.0,777799838.0
5,1,27,261,298048460.0,479873018.0
2,8,52,286,326897028.0,526950931.0
3,8,54,203,487233755.0,619616478.0
4,19,2,351,325105048.0,529731284.0
3,20,16,273,560034670.0,562617749.0
2,13,48,230,1552724166.0,1356865176.0
3,9,38,189,777799838.0,421102390.0
4,19,36,323,479873018.0,664376982.0
3,0,34,259,526950931.0,472987260.0
0,1,31,326,619616478.0,603559989.0
0,15,8,207,529731284.0,949203492.0
0,21,53,326,562617749.0,511145025.0
3,11,47,287,1356865176.0,609716384.0
5,23,10,226,421102390.0,303040378.0
3,9,44,322,664376982.0,548000304.0
4,8,42,281,472987260.0,969733407.0
4,9,18,267,603559989.0,1255638585.0
0,13,55,291,949203492.0,1362582001.0
0,23,45,221,511145025.0,378918656.0
5,14,23,296,609716384.0,1036483723.0
2,9,3,307,303040378.0,1188679254.0
5,5,1,219,548000304.0,320645544.0
5,14,2,289,969733407.0,539937262.0
5,8,10,240,1255638585.0,810259462.0
4,11,57,232,1362582001.0,1630899390.0
0,7,22,207,378918656.0,388103918.0
2,18,13,258,1036483723.0,722910374.0
2,2,35,286,1188679254.0,498698112.0
5,3,56,212,320645544.0,328444215.0
4,12,16,239,539937262.0,1528676621.0
2,6,46,244,810259462.0,344758973.0
0,21,29,214,1630899390.0,378072214.0
4,23,54,204,388103918.0,329560626.0
5,16,11,205,722910374.0,360371633.0
3,7,25,210,498698112.0,485163127.0
5,2,50,212,328444215.0,375474906.0
4,2,26,330,1528676621.0,375668060.0
4,2,57,351,344758973.0,0.0
0,22,43,270,378072214.0,379133418.0
5,8,52,324,329560626.0,937066185.0
2,20,30,272,360371633.0,731950328.0
2,12,15,286,485163127.0,459235530.0
0,11,6,333,375474906.0,1582750782.0
3,1,8,252,375668060.0,391765490.0
4,13,55,197,0.0,1173280011.0
1,0,34,194,379133418.0,318909129.0
3,0,58,308,937066185.0,375011586.0
1,2,42,348,731950328.0,488756360.0
3,23,0,294,459235530.0,598271536.0
0,18,41,200,1582750782.0,565832355.0
1,13,2,271,391765490.0,1848825328.0
3,19,12,280,1173280011.0,600388774.0
0,2,1,256,318909129.0,0.0
1,5,37,194,375011586.0,333446354.0
0,12,25,242,488756360.0,1535367729.0
1,7,13,208,598271536.0,393078184.0
4,16,59,260,565832355.0,874349924.0
4,14,40,246,1848825328.0,338948580.0
3,13,39,343,600388774.0,1160572702.0
3,16,56,224,0.0,817390120.0
2,10,6,286,333446354.0,497797568.0
1,20,15,229,1535367729.0,601451290.0
2,23,31,356,393078184.0,389590740.0
1,15,2,327,874349924.0,1253460364.0
5,4,37,226,338948580.0,383622134.0
3,15,33,315,1160572702.0,1580133942.0
2,10,58,202,817390120.0,1018735764.0
2,3,22,300,497797568.0,387742064.0
2,16,43,349,601451290.0,1022748324.0
5,10,56,226,389590740.0,1135602576.0
4,15,9,211,1253460364.0,1162415292.0
0,21,30,263,383622134.0,575396190.0
0,7,11,277,1580133942.0,561178584.0
1,18,58,299,1018735764.0,723260160.0
3,8,23,266,387742064.0,768793808.0
5,8,59,324,1022748324.0,1204732056.0
1,2,44,278,1135602576.0,631764022.0
4,1,54,204,1162415292.0,411538803.0
0,23,2,235,575396190.0,414095856.0
4,18,22,218,561178584.0,533753353.0
2,4,26,307,723260160.0,353352894.0
4,17,43,246,768793808.0,409294332.0
2,17,56,286,1204732056.0,559140455.0
4,23,20,197,631764022.0,345285056.0
0,6,8,242,411538803.0,421927142.0
0,19,50,340,414095856.0,627692656.0
2,22,0,237,533753353.0,530834673.0
2,3,8,265,353352894.0,375390248.0
5,0,12,289,409294332.0,469247274.0
3,13,47,196,559140455.0,1101210020.0
4,16,20,225,345285056.0,0.0
0,2,35,270,421927142.0,512658103.0
5,1,3,254,627692656.0,358939972.0
3,23,9,259,530834673.0,486919036.0
1,17,36,327,375390248.0,779256896.0
4,3,54,288,469247274.0,0.0
5,16,15,261,1101210020.0,592513036.0
5,11,43,205,0.0,1022752720.0
2,3,54,216,512658103.0,347894222.0
5,0,40,198,358939972.0,315511512.0
0,18,16,207,486919036.0,526977530.0
5,3,35,338,779256896.0,371186100.0
5,10,53,226,0.0,1291536830.0
3,9,30,252,592513036.0,1546962488.0
4,7,41,190,1022752720.0,489515130.0
4,21,56,190,347894222.0,369088728.0
5,10,41,226,315511512.0,1139542290.0
1,1,23,250,526977530.0,510833184.0
5,4,13,303,371186100.0,343608554.0
5,12,39,296,1291536830.0,1822534800.0
3,11,24,357,1546962488.0,1326969702.0
1,3,20,257,489515130.0,355079758.0
0,15,7,305,369088728.0,0.0
4,9,23,253,1139542290.0,471492400.0
5,9,50,233,510833184.0,1301394969.0
5,17,20,275,343608554.0,591396700.0
1,2,37,327,1822534800.0,511683636.0
0,22,27,207,1326969702.0,407118536.0
0,2,25,235,355079758.0,421835392.0
0,20,0,221,0.0,515105142.0
2,16,24,230,471492400.0,1375808384.0
5,19,31,324,1301394969.0,486283376.0
3,3,45,245,591396700.0,348478971.0
2,0,33,321,511683636.0,371463682.0
2,15,1,265,407118536.0,1529591856.0
5,19,11,268,421835392.0,788950418.0
4,2,37,295,515105142.0,454862271.0
0,23,45,284,1375808384.0,347150036.0
5,21,17,240,486283376.0,559731295.0
0,13,48,263,348478971.0,1581104184.0
5,18,46,240,371463682.0,459818064.0
2,16,59,293,1529591856.0,837978650.0
2,1,26,258,788950418.0,531681256.0
1,8,10,208,454862271.0,587995791.0
4,10,38,267,347150036.0,1722091326.0
4,5,39,260,559731295.0,407260602.0
4,9,9,274,1581104184.0,622962164.0
4,22,37,330,459818064.0,504359553.0
5,15,21,289,837978650.0,443822336.0
2,14,43,335,531681256.0,1334190498.0
1,14,18,208,587995791.0,817470926.0
0,0,10,277,1722091326.0,554922354.0
1,20,44,194,407260602.0,555115374.0
5,4,36,247,622962164.0,351947130.0
0,12,8,340,504359553.0,1633843275.0
4,22,12,253,443822336.0,421931053.0
4,6,17,204,1334190498.0,385305534.0
2,14,1,356,817470926.0,1333662706.0
3,16,18,266,554922354.0,1563586384.0
1,2,7,292,555115374.0,0.0
5,6,59,352,351947130.0,523632888.0
0,8,14,207,1633843275.0,479406155.0
5,3,21,282,421931053.0,342172829.0
5,2,17,352,385305534.0,365231096.0
4,17,21,260,1333662706.0,757456811.0
2,20,56,244,1563586384.0,581918484.0
5,9,40,324,0.0,1120427506.0
0,9,30,263,523632888.0,0.0
4,15,59,239,479406155.0,1656782381.0
0,16,18,277,342172829.0,1265012184.0
3,14,58,266,365231096.0,1711681072.0
1,12,40,194,757456811.0,1146433560.0
1,21,33,285,581918484.0,467305752.0
4,22,33,239,1120427506.0,502989636.0
3,11,27,294,0.0,2085835120.0
5,8,8,261,1656782381.0,875944445.0
0,17,6,298,1265012184.0,1006193677.0
4,23,45,267,1711681072.0,342213672.0
3,18,51,357,1146433560.0,570997785.0
4,16,42,197,467305752.0,1130999784.0
3,4,18,196,502989636.0,325745559.0
2,6,46,293,2085835120.0,370374102.0
3,12,23,301,875944445.0,1800138691.0
5,7,51,240,1006193677.0,634787976.0
0,8,52,291,342213672.0,936815514.0
2,4,59,321,570997785.0,371566408.0
4,13,16,281,1130999784.0,1424527184.0
1,20,59,229,325745559.0,525844668.0
0,13,40,207,370374102.0,823426209.0
2,9,20,265,1800138691.0,1070361696.0
1,10,20,208,634787976.0,781245028.0
4,18,31,274,936815514.0,587227016.0
0,16,31,263,371566408.0,1349728280.0
1,19,49,243,1424527184.0,651994888.0
2,4,32,342,525844668.0,352643615.0
0,22,16,242,823426209.0,362947909.0
0,8,59,221,1070361696.0,1093009544.0
2,20,38,356,781245028.0,540786170.0
2,9,13,223,587227016.0,1030347428.0
3,23,18,336,1349728280.0,348484119.0
1,18,15,229,651994888.0,749305003.0
3,6,48,308,352643615.0,461524928.0
1,10,9,348,362947909.0,750691850.0
4,17,27,239,1093009544.0,1116101424.0
0,9,55,312,540786170.0,1404009280.0
4,10,1,239,1030347428.0,1393679679.0
2,18,14,279,348484119.0,806477406.0
4,5,33,218,749305003.0,407345856.0
3,7,38,210,461524928.0,453598892.0
0,7,50,235,750691850.0,539070764.0
2,13,40,195,1116101424.0,1380977580.0
1,14,18,215,1404009280.0,1268617253.0
4,13,4,218,1393679679.0,1239118765.0
1,3,17,257,806477406.0,368426465.0
2,19,0,265,407345856.0,741849138.0
4,8,31,204,453598892.0,552179666.0
5,9,51,191,539070764.0,899705424.0
0,16,48,291,1380977580.0,985520952.0
5,7,56,254,1268617253.0,655924352.0
5,5,12,303,1239118765.0,456568329.0
4,3,54,295,368426465.0,545174835.0
0,6,7,312,741849138.0,375945420.0
4,11,28,316,552179666.0,1707868244.0
4,14,24,246,899705424.0,470895299.0
1,19,27,285,985520952.0,487513453.0
2,5,7,335,655924352.0,562495150.0
2,15,51,265,456568329.0,1732381724.0
0,3,59,263,545174835.0,449451644.0
0,20,2,200,375945420.0,392875908.0
3,3,18,280,1707868244.0,543037698.0
0,17,33,305,470895299.0,383056077.0
3,13,20,259,487513453.0,1203141493.0
1,13,28,334,562495150.0,1529680980.0
5,5,5,226,1732381724.0,389252565.0
4,14,46,239,449451644.0,1833381153.0
1,21,1,194,392875908.0,372648138.0
4,12,44,281,543037698.0,1495414582.0
4,16,27,267,383056077.0,1419201504.0
1,13,2,201,1203141493.0,1265716411.0
5,0,19,282,1529680980.0,329868822.0
4,15,2,239,389252565.0,1729110869.0
5,11,55,191,1833381153.0,1013953015.0
1,12,4,327,372648138.0,1393990836.0
1,16,6,271,1495414582.0,1361047527.0
2,5,37,237,1419201504.0,353105412.0
0,19,11,347,1265716411.0,703544507.0
1,21,38,250,329868822.0,657638200.0
5,21,38,268,1729110869.0,642233127.0
5,18,39,282,1013953015.0,449995336.0
4,18,16,267,1393990836.0,988277888.0
5,1,31,352,1361047527.0,469140248.0
2,12,34,230,353105412.0,1442994043.0
4,3,7,316,703544507.0,442886812.0
2,20,50,258,657638200.0,518849684.0
0,19,18,270,642233127.0,805092979.0
2,4,12,195,449995336.0,319647606.0
5,18,41,219,988277888.0,347596488.0
2,5,46,321,469140248.0,370705132.0
4,23,55,267,1442994043.0,377954743.0
3,9,29,238,442886812.0,1394511912.0
1,18,36,215,518849684.0,473594056.0
2,13,31,335,805092979.0,1410762964.0
2,15,2,300,319647606.0,1702076490.0
5,5,7,352,347596488.0,483265560.0
3,12,15,322,370705132.0,460584808.0
1,22,44,236,377954743.0,395770232.0
3,5,25,196,1394511912.0,303907548.0
1,22,52,215,473594056.0,350998402.0
3,21,49,224,1410762964.0,446268672.0
0,3,29,312,1702076490.0,344690817.0
3,19,16,238,483265560.0,737589710.0
2,6,56,244,460584808.0,320584474.0
0,9,5,221,395770232.0,1233735700.0
2,10,47,265,303907548.0,1542879000.0
1,11,34,271,350998402.0,1935805206.0
0,21,19,354,446268672.0,516313179.0
2,4,26,258,344690817.0,440062452.0
1,5,31,285,737589710.0,338586664.0
3,10,2,336,320584474.0,1301719800.0
4,16,39,253,1233735700.0,553323670.0
4,1,23,218,1542879000.0,379472760.0
3,12,50,245,1935805206.0,1546393112.0
3,21,29,308,516313179.0,457542610.0
0,22,12,319,440062452.0,540360283.0
5,2,7,212,338586664.0,372672200.0
0,0,33,333,1301719800.0,383991174.0
2,21,20,251,553323670.0,457354995.0
5,15,59,261,379472760.0,660963039.0
2,5,27,272,1546393112.0,358496176.0
1,19,23,271,457542610.0,746716925.0
3,6,20,294,540360283.0,524712920.0
2,21,42,230,372672200.0,431720754.0
5,1,45,240,383991174.0,588076722.0
3,17,22,357,457354995.0,795788604.0
4,16,58,330,660963039.0,1174087928.0
3,11,1,294,358496176.0,1709643809.0
2,12,55,349,746716925.0,1184485120.0
2,15,6,251,524712920.0,1404688140.0
4,15,0,225,431720754.0,971454849.0
0,8,20,242,588076722.0,780652180.0
4,3,49,190,795788604.0,324958592.0
3,15,49,357,1174087928.0,989426749.0
5,22,52,345,1709643809.0,545905364.0
3,3,55,322,1184485120.0,486453212.0
3,20,29,322,1404688140.0,558230397.0
3,14,0,336,971454849.0,1430594104.0
5,18,1,352,780652180.0,743803816.0
4,18,52,239,324958592.0,704858131.0
2,9,21,293,989426749.0,1339450926.0
1,14,39,201,545905364.0,1242225629.0
0,13,45,221,486453212.0,1303446924.0
2,0,36,258,558230397.0,355681147.0
1,2,40,264,1430594104.0,555397881.0
4,4,40,295,743803816.0,368014616.0
2,0,7,265,704858131.0,541857395.0
5,15,47,240,1339450926.0,729517256.0
2,20,33,195,1242225629.0,486363256.0
2,22,59,265,1303446924.0,586355900.0
3,21,3,259,355681147.0,528886278.0
4,19,42,260,555397881.0,588374060.0
5,9,37,233,368014616.0,1185590610.0
4,8,40,274,541857395.0,441543865.0
1,10,12,194,729517256.0,881431074.0
2,22,6,251,486363256.0,363667522.0
5,4,15,268,586355900.0,382387220.0
0,2,41,200,528886278.0,331083434.0
5,8,39,303,588374060.0,516002698.0
2,3,49,251,1185590610.0,385750386.0
3,11,32,329,441543865.0,1556711090.0
5,9,24,240,881431074.0,1319001282.0
5,10,25,240,363667522.0,1535857676.0
5,14,23,198,382387220.0,609144330.0
5,11,6,226,331083434.0,1301066120.0
0,7,37,214,516002698.0,536808110.0
1,11,54,271,385750386.0,1783533560.0
3,21,13,266,1556711090.0,670304238.0
5,8,2,289,1319001282.0,415355742.0
4,3,8,274,1535857676.0,563203566.0
4,19,8,211,609144330.0,559411914.0
2,13,38,251,1301066120.0,1375315001.0
1,4,45,250,536808110.0,316133490.0
4,21,53,204,1783533560.0,325846227.0
3,15,50,301,670304238.0,1418693456.0
4,15,9,246,415355742.0,498055583.0
1,0,46,313,563203566.0,413444178.0
5,1,20,240,559411914.0,464815304.0
3,12,15,224,1375315001.0,1407088340.0
5,15,54,352,316133490.0,733735916.0
0,9,19,214,325846227.0,837312447.0
0,3,3,200,1418693456.0,344378298.0
5,9,27,261,498055583.0,0.0
